currency,nodes,wallets,miners,transactions,interval,shards,block size,mode,blocktime in configuration file,sig_scheme,broadcast_protocol,shard_comm_protocol,verify_mode,conflict_check,n_seeds,tps_mean,tps_std,tps_ci95_halfwidth,tps_n,average block time_mean,average block time_std,average block time_ci95_halfwidth,average block time_n,messages_mean,messages_std,messages_ci95_halfwidth,messages_n,broadcast_cpu_seconds_mean,broadcast_cpu_seconds_std,broadcast_cpu_seconds_ci95_halfwidth,broadcast_cpu_seconds_n,hop_p50_mean,hop_p50_std,hop_p50_ci95_halfwidth,hop_p50_n,hop_p90_mean,hop_p90_std,hop_p90_ci95_halfwidth,hop_p90_n,hop_p99_mean,hop_p99_std,hop_p99_ci95_halfwidth,hop_p99_n,hop_max_mean,hop_max_std,hop_max_ci95_halfwidth,hop_max_n
memo,1000,2048000,1000,2048000,0.01,128,2048,sharded,1200.0,ed25519,gossip,direct,shard,nonce_hash_set,5,1.871889,0.003650,0.004531,5,1089.863600,1.978559,2.456312,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,2048000,1000,2048000,0.01,128,2048,sharded,150.0,ed25519,gossip,direct,shard,nonce_hash_set,5,14.938437,0.028999,0.036001,5,136.567389,0.246720,0.306294,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,2048000,1000,2048000,0.01,128,2048,sharded,18.75,ed25519,gossip,direct,shard,nonce_hash_set,5,117.211172,0.219580,0.272601,5,17.405362,0.030247,0.037551,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,2048000,1000,2048000,0.01,128,2048,sharded,1.171875,ed25519,gossip,direct,shard,nonce_hash_set,5,1410.698826,1.598294,1.984226,5,1.446162,0.001436,0.001782,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,2048000,1000,2048000,0.01,128,2048,sharded,2.34375,ed25519,gossip,direct,shard,nonce_hash_set,5,812.753846,1.169701,1.452143,5,2.510109,0.003258,0.004044,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,2048000,1000,2048000,0.01,128,2048,sharded,300.0,ed25519,gossip,direct,shard,nonce_hash_set,5,7.479685,0.014557,0.018072,5,272.752562,0.494125,0.613439,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,2048000,1000,2048000,0.01,128,2048,sharded,37.5,ed25519,gossip,direct,shard,nonce_hash_set,5,59.256215,0.113282,0.140635,5,34.428509,0.061169,0.075939,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,2048000,1000,2048000,0.01,128,2048,sharded,4.6875,ed25519,gossip,direct,shard,nonce_hash_set,5,439.866488,0.732417,0.909270,5,4.638002,0.007080,0.008790,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,2048000,1000,2048000,0.01,128,2048,sharded,600.0,ed25519,gossip,direct,shard,nonce_hash_set,5,3.742465,0.007293,0.009054,5,545.122908,0.988936,1.227730,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,2048000,1000,2048000,0.01,128,2048,sharded,75.0,ed25519,gossip,direct,shard,nonce_hash_set,5,29.793489,0.057541,0.071435,5,68.474802,0.123018,0.152722,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,2048000,1000,2048000,0.01,128,2048,sharded,9.375,ed25519,gossip,direct,shard,nonce_hash_set,5,229.385081,0.412868,0.512561,5,8.893789,0.014793,0.018365,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,262144000,1000,262144000,0.01,128,262144,sharded,0.146484375,ed25519,gossip,direct,shard,nonce_hash_set,5,406366.742434,573.345933,711.788874,5,0.642292,0.000980,0.001217,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
memo,1000,262144000,1000,262144000,0.01,128,262144,sharded,0.29296875,ed25519,gossip,direct,shard,nonce_hash_set,5,340890.162308,647.515598,803.867913,5,0.765661,0.001539,0.001910,5,12598807.200000,977470.314387,1213495.126285,5,1214.738000,70.317812,87.297098,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,2.000000,0.000000,0.000000,5,3.000000,0.000000,0.000000,5
